session_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
1016-5,0.0042346865,0.5,0.42977294,0.0,0.5952,0.055201106,0.2273,0.30314156,0.0,0.6375,0.0029831985,0.0,0.46109506,0.0,0.5256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38650963,1.0,0.0,0.0,0.54286665,0.19628718,0.24544694,0.1685578,0.0,0.0,0.054516885
1016-6,0.0032239347,0.3,0.5046258,0.5,0.875,0.17823854,0.0455,0.32068545,0.5714,0.3636,0.0018207534,0.0,0.4363936,0.3333,0.5417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38650963,1.0,0.0,0.0,0.22223334,0.34919554,0.14479604,0.26044694,0.0,0.0,0.050358977
1016-LARC,0.0017157565,0.2,0.22427812,0.0,0.6154,0.0,0.0,0.0,0.0,0.0,0.0007490764,0.4,0.2745986,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38650963,1.0,0.0,0.0,0.46665,0.30417114,0.0,0.16503718,0.0,0.0,0.2703503
1026-1,0.0036171048,0.5,0.25932157,0.0,0.6476,0.16367178,0.5455,0.49816403,0.2143,0.7763,0.004100256,0.8,0.37052283,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9486081,1.0,0.0,0.0,0.41666666,0.31908178,0.37401932,0.04648556,0.0,0.0,0.012680023
1026-2,0.0043509793,0.8,0.20185031,0.0,0.8611,0.17544614,0.8636,0.3977968,0.12,0.7135,0.004201808,0.8,0.22931248,0.1429,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9486081,1.0,0.0,0.0,0.1889,0.23863587,0.314911,0.13638455,0.0,0.0,0.009332477
1026-3,0.0052770963,0.8,0.2624054,0.0,0.5667,0.17555112,0.7727,0.31619748,0.1562,0.7516,0.00328364,0.8,0.23795801,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9486081,1.0,0.0,0.0,0.2985,0.26279584,0.218786,0.19952013,0.0,0.0,0.009857425
1026-4,0.0058652298,0.7,0.24109899,0.4,0.8056,0.20280565,0.5909,0.3994288,0.1579,0.7549,0.004741209,0.6,0.5174969,0.4286,0.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9486081,1.0,0.0,0.0,0.33733332,0.15954308,0.26255623,0.21608607,0.0,0.0,0.013145539
1026-5,0.00542174,0.6,0.21222317,0.0,0.9875,0.19744849,0.6818,0.4247246,0.2273,0.8242,0.00522844,0.8,0.2651297,0.1111,0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9486081,1.0,0.0,0.0,0.16496667,0.14650498,0.25046182,0.12238058,0.0,0.0,0.011268519
1026-6,0.006643107,0.6,0.23633309,0.2857,0.7692,0.23729017,0.6818,0.34679723,0.1667,0.6839,0.004607611,1.0,0.33717576,0.1875,0.7102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9486081,1.0,0.0,0.0,0.17573333,0.20454565,0.2621216,0.3101616,0.0,0.0,0.0063518537
1029-1,0.006705233,0.6,0.6447996,0.4,0.8875,0.23909435,0.6818,0.46634027,0.2609,0.6738,0.0025560902,0.8,0.45862496,0.0,0.5569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82441103,1.0,0.0,0.0,0.6397333,0.2807183,0.2735966,0.40393996,0.0,0.0,0.0071189054
1029-2,0.006779298,0.6,0.40930757,0.5,0.8167,0.16204554,0.7273,0.46185228,0.1579,0.7552,0.0022594293,0.8,0.356937,0.1667,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82441103,1.0,0.0,0.0,0.4374,0.2147247,0.25942126,0.24310735,0.0,0.0,0.006292014
1029-3,0.008459248,0.6,0.39444914,0.5714,0.792,0.2587319,0.6818,0.4879641,0.2308,0.7358,0.0027012578,1.0,0.5998353,0.2857,0.8456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82441103,1.0,0.0,0.0,0.42306668,0.26064828,0.3629681,0.45922706,0.0,0.0,0.007829388
1029-4,0.00518243,0.9,0.5887301,0.4,0.7118,0.28304365,0.7727,0.47409222,0.4595,0.708,0.0035495267,0.8,0.57060516,0.4286,0.7947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82441103,1.0,0.0,0.0,0.5140333,0.21981423,0.2915915,0.50410366,0.0,0.0,0.0069004865
1029-5,0.0,0.0,0.0,0.0,0.0,0.2972171,0.7727,0.67564255,0.4444,0.6637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82441103,1.0,0.0,0.0,0.5926,0.0,0.55217546,0.0,0.0,0.0,0.0034472789
1029-6,0.004794926,0.7,0.39725262,0.0,0.8187,0.2276658,0.8182,0.5744594,0.3846,0.6044,0.003316673,0.8,0.40675175,0.125,0.8314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.82441103,1.0,0.0,0.0,0.48183334,0.15670587,0.40324476,0.20394333,0.0,0.0,0.022815589
1030-1,0.005640544,0.7,0.38127282,0.4,0.875,0.21024628,0.5,0.4859241,0.2128,0.6683,0.0027537958,0.8,0.60930425,0.1333,0.5301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.5054333,0.38352147,0.4355889,0.43205443,0.0,0.0,0.0052701836
1030-2,0.0041730423,0.5,0.44855624,0.3333,0.9091,0.16118512,0.6818,0.46307632,0.2,0.7247,0.001830247,1.0,0.4446274,0.0,0.7068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.39443332,0.19628718,0.38690695,0.22702911,0.0,0.0,0.0062420457
1030-3,0.0052995747,0.6,0.35323805,0.2,0.9,0.20920128,0.5455,0.52957976,0.4186,0.624,0.0033648415,1.0,0.47509262,0.0769,0.6193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.3678,0.3971881,0.49307805,0.3228257,0.0,0.0,0.005176146
1030-4,0.004742776,0.7,0.27333897,0.5,0.8667,0.21886528,0.9091,0.49816403,0.3542,0.6593,0.0025594037,0.6,0.524084,0.0909,0.7507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.4413,0.229679,0.399235,0.42174485,0.0,0.0,0.0028448226
1030-5,0.004333145,0.6,0.5256519,0.5,0.8235,0.1790071,0.8182,0.54385966,0.2857,0.6562,0.0030346613,0.8,0.6405928,0.1111,0.6569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.60716665,0.61613804,0.47090498,0.49141714,0.0,0.0,0.0020629938
1030-6,0.0059001404,0.6,0.35043457,0.5,0.95,0.23458989,0.8636,0.4777642,0.2245,0.6746,0.0031084365,0.8,0.4775628,0.2,0.6681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.22243333,0.25169578,0.35068896,0.3103634,0.0,0.0,0.001746302
1030-LARC,0.00736666,0.6,0.44855624,0.3333,0.9,0.23079969,0.9091,0.44675642,0.2727,0.6322,0.0041392385,0.8,0.44709754,0.0,0.8007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7890792,1.0,0.0,0.0,0.29813334,0.39257437,0.35754025,0.30976355,0.0,0.0,0.0025894018
1033-1,0.013878326,0.6,0.28735635,0.45,0.7582,0.7849173,0.2727,0.6013872,0.6842,0.6347,0.011152791,0.8,0.42198434,0.25,0.8269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.26183334,0.20654044,0.30073565,0.22674884,0.0,0.0,0.0031531912
1033-2,0.013006946,0.7,0.2865153,0.4444,0.8872,0.66567343,0.6818,0.5422277,0.5,0.6863,0.016772825,0.8,0.45986,0.1667,0.8881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.076233335,0.17700723,0.4521114,0.3672594,0.0,0.0,0.004581896
1033-3,0.017751241,0.8,0.27726385,0.5526,0.6059,0.72105664,0.4091,0.5430437,0.6552,0.7037,0.01188017,0.8,0.57636887,0.4737,0.6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.20113334,0.21110617,0.33185187,0.3900313,0.0,0.0,0.002025729
1033-4,0.015538451,0.9,0.42220357,0.6667,0.6701,0.737558,0.5909,0.69359446,0.6842,0.6626,0.99999994,1.0,0.41416222,0.2222,0.6434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.12573333,0.3285799,0.4676396,0.18895829,0.0,0.0,0.015577588
1033-5,0.01687759,0.8,0.41155037,0.5789,0.6918,0.76795644,0.4545,0.5740514,0.5227,0.6891,0.011439503,1.0,0.4129271,0.3947,0.7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.1846,0.35547233,0.43024796,0.35790852,0.0,0.0,0.010738839
1033-6,0.02135077,0.5,0.32436222,0.7143,0.6667,0.8772949,0.2273,0.6360669,0.8824,0.6162,0.015507313,1.0,0.31823796,0.1818,0.5944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.16473334,0.12657028,0.30157784,0.16260974,0.0,0.0,0.003016106
1033-LARC,0.013363294,0.9,0.3324923,1.0,0.875,0.837459,0.3636,0.6813546,0.6,0.6396,0.01372881,1.0,0.55166733,0.2,0.6902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8576017,1.0,0.0,0.0,0.0643,0.10396861,0.44486344,0.37872946,0.0,0.0,0.0046962313
1034-1,0.006374103,0.8,0.38323525,0.3333,0.7121,0.2751917,0.8636,0.52631575,0.3654,0.7144,0.0038072267,0.8,0.605599,0.0,0.6831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.38856667,0.3683707,0.3898409,0.7589277,0.0,0.0,0.0031196938
1034-2,0.0,0.0,0.0,0.0,0.0,0.25255674,0.8636,0.5426357,0.3387,0.6797,0.0102349175,1.0,0.49403045,0.0,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.24465,0.0,0.46261382,0.15662247,0.0,0.0,0.002343618
1034-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051000933,0.8,0.4648003,0.0,0.8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.1429,0.0,0.0,0.31631705,0.0,0.0,0.004380649
1034-4,0.0077994294,0.8,0.29716852,0.2,0.7699,0.32963228,0.9545,0.5813953,0.2603,0.6861,0.00407506,0.8,0.45286125,0.2,0.7555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.47033334,0.16798052,0.57390845,0.3705502,0.0,0.0,0.016909305
1034-5,0.004205396,0.9,0.45472386,0.2222,0.656,0.28198278,0.8636,0.55609953,0.3077,0.6844,0.0035105327,1.0,0.356937,0.0,0.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.4359,0.25097993,0.5587388,0.22733746,0.0,0.0,0.018995458
1034-6,0.007593091,0.7,0.21502665,0.0,0.8314,0.29914266,0.9091,0.60383517,0.3607,0.6906,0.0049608634,0.8,0.49403045,0.0,0.7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.22936666,0.20882767,0.534148,0.2709527,0.0,0.0,0.014950425
1034-LARC,0.008794559,0.6,0.34202412,0.2,0.8132,0.3203035,0.8182,0.627499,0.4464,0.6729,0.0057670674,0.8,0.33964592,0.0,0.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.735546,1.0,0.0,0.0,0.26903334,0.28874543,0.5769022,0.25061387,0.0,0.0,0.07054451
1035-1,0.0032682086,0.3,0.09643959,0.1667,0.5444,0.15362673,0.4091,0.20889433,0.0276,0.4403,0.0029629471,0.6,0.15644297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.039066665,0.090572596,0.21182059,0.13114285,0.0,0.0,0.0042677745
1035-2,0.0047327196,0.7,0.14017382,0.2857,0.7625,0.13405529,0.3182,0.1868625,0.019,0.3822,0.0033479407,0.6,0.23054753,0.0,0.5521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.015866667,0.0924888,0.15837915,0.13454576,0.0,0.0,0.0048404713
1035-3,0.0019477863,0.3,0.16484442,0.0,0.6667,0.1370551,0.5,0.22154222,0.0331,0.4098,0.0025320402,0.6,0.18526141,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.055366665,0.17151612,0.1893215,0.19440179,0.0,0.0,0.004417184
1035-4,0.0031248373,0.4,0.1729745,0.3333,0.599,0.14144051,0.3636,0.23908609,0.0246,0.454,0.0029002093,0.6,0.21613832,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.1439,0.18953025,0.20938648,0.12768392,0.0,0.0,0.0040083816
1035-5,0.0027548284,0.3,0.12811889,0.1,0.6263,0.13853723,0.4091,0.22113423,0.0286,0.4002,0.0031940283,0.6,0.28118566,0.0,0.7202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.1492,0.13524343,0.22621869,0.18141812,0.0,0.0,0.0040904456
1035-6,0.0042195106,0.5,0.13540791,0.1429,0.75,0.14016359,0.4545,0.2015504,0.0426,0.4727,0.002595523,0.6,0.2799506,0.0,0.6917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.0662,0.13139355,0.19661292,0.2140847,0.0,0.0,0.004417972
1035-LARC,0.0031383166,0.4,0.14325765,0.0,0.6444,0.14631262,0.2727,0.23908609,0.0253,0.3955,0.003882029,0.6,0.2116097,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5845824,1.0,0.0,0.0,0.0464,0.10713755,0.24682699,0.17222416,0.0,0.0,0.0053454433
1036-2,0.0010260465,0.8,0.12727784,0.0769,0.5333,0.03658874,0.1818,0.39167687,0.2,0.7115,0.00028908162,0.6,0.18526141,0.0,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5653105,1.0,0.0,0.0,0.36026666,0.10489833,0.21349402,0.16041216,0.0,0.0,0.05798554
1036-3,0.00053601497,0.4,0.30838242,0.0,0.5874,0.033722054,0.6818,0.32884538,0.1765,0.6322,0.00052614463,0.6,0.41169202,0.2,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5653105,1.0,0.0,0.0,0.45096666,0.16655754,0.3661628,0.3016852,0.0,0.0,0.06860973
1036-4,0.0005449434,0.3,0.17746006,0.0,0.6,0.05090263,0.5909,0.29130965,0.0,0.7544,0.00075920613,0.6,0.356937,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5653105,1.0,0.0,0.0,0.48886666,0.054439586,0.2551996,0.2906973,0.0,0.0,0.03243307
1036-5,0.0010514018,0.6,0.12223158,0.0,0.4242,0.0346645,0.2727,0.29579765,0.0,0.875,0.0005231262,0.8,0.21613832,0.0,0.8857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5653105,1.0,0.0,0.0,0.5909,0.066635236,0.22236651,0.024274295,0.0,0.0,0.06415057
1036-6,0.0010672702,0.5,0.18222597,0.2,0.3706,0.04198455,0.3636,0.2264382,0.0,0.8297,0.0008211927,0.6,0.30177027,0.0,0.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5653105,1.0,0.0,0.0,0.44646665,0.17574137,0.20341535,0.22886792,0.0,0.0,0.0497963
1036-LARC,0.0008824153,0.8,0.18783292,0.0909,0.5949,0.027619671,0.4545,0.24806201,0.0,0.6161,0.00031212412,0.8,0.31906134,0.0,0.9583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5653105,1.0,0.0,0.0,0.28146666,0.1636112,0.21376568,0.30545247,0.0,0.0,0.09955486
1039-1,0.00069127773,0.4,0.14017382,0.0,1.0,0.008880587,0.2273,0.33455732,0.2,0.8384,0.0021630428,0.6,0.19226019,0.0,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.1889,0.12529573,0.3149436,0.06991894,0.0,0.0,0.03561263
1039-2,0.0002801156,0.4,0.22427812,0.0,0.7875,0.03637146,0.3636,0.27213383,0.1818,0.7418,0.00074384577,0.6,0.27048168,0.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.16893333,0.21829087,0.24765827,0.23441231,0.0,0.0,0.033513747
1039-3,0.0006548549,0.4,0.11606392,0.0,0.6515,0.02016213,0.2273,0.249694,0.0,0.5686,0.0010343064,0.6,0.3157678,0.0,0.8222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.29166666,0.13353674,0.20944081,0.25188646,0.0,0.0,0.029536292
1039-4,0.0011495585,0.5,0.15895712,0.1667,0.6154,0.03449559,0.0909,0.2855977,0.0,0.8091,0.0011346991,0.6,0.36023054,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.19443333,0.13335341,0.18994632,0.28585365,0.0,0.0,0.0313634
1039-5,0.00082641584,0.5,0.13793105,0.0,0.6263,0.00067604566,0.2273,0.29375765,0.0,0.9583,0.0009422598,0.6,0.19226019,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.16236667,0.22593825,0.1831276,0.109363265,0.0,0.0,0.025391206
1039-6,0.0012211389,0.4,0.13793105,0.0667,0.5564,0.051309917,0.1818,0.20848633,0.0,0.75,0.000857235,0.6,0.24701522,0.0,0.5216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.2213,0.099110425,0.14260644,0.17893463,0.0,0.0,0.019341208
1039-LARC,0.00082185154,0.5,0.21026073,0.0,0.7778,0.04390444,0.1818,0.2855977,0.0,0.8667,0.001448952,0.6,0.39975297,0.0,0.5906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6006424,1.0,0.0,0.0,0.3762,0.17676714,0.027166236,0.4107121,0.0,0.0,0.031959027
1040-1,0.0033755722,0.8,0.18783292,0.2,0.8923,0.12286754,0.6364,0.3137495,0.069,0.6572,0.0014929266,1.0,0.28530258,0.0625,0.6955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6991434,1.0,0.0,0.0,0.23046666,0.16267711,0.3175407,0.2827479,0.0,0.0,0.014952061
1040-2,0.003119193,0.7,0.24306142,0.0,0.7368,0.13250221,0.6364,0.3635251,0.1875,0.7669,0.0022857543,0.8,0.28818443,0.0,0.5897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6991434,1.0,0.0,0.0,0.24186666,0.2062218,0.3186817,0.18117706,0.0,0.0,0.022530612
1040-3,0.0027411173,0.7,0.17129242,0.0,0.6154,0.121038616,0.6818,0.35414118,0.1842,0.6073,0.002037175,0.8,0.29806504,0.0588,0.6154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6991434,1.0,0.0,0.0,0.24693333,0.13492917,0.24597397,0.25179115,0.0,0.0,0.016472174
1040-4,0.002561585,0.8,0.23128681,0.0833,0.6502,0.12932548,0.6818,0.3659731,0.0303,0.721,0.0019485899,1.0,0.33758748,0.0,0.6928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6991434,1.0,0.0,0.0,0.39796665,0.16083074,0.25903004,0.3169281,0.0,0.0,0.015684126
1040-5,0.0045265355,0.9,0.16512476,0.0,0.9021,0.1532678,0.7727,0.3627091,0.0833,0.7356,0.0013986042,1.0,0.41169202,0.125,0.6392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6991434,1.0,0.0,0.0,0.36113334,0.087298885,0.23021212,0.2827479,0.0,0.0,0.014555816
1040-6,0.0057138335,0.7,0.1494253,0.0,0.9206,0.15880683,0.6818,0.3011016,0.1351,0.6775,0.002869949,1.0,0.25730753,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6991434,1.0,0.0,0.0,0.17416666,0.08969088,0.1664584,0.090560496,0.0,0.0,0.0073110694
